order_id,order_date,product_name,category,quantity,price,discount_pct,revenue,region,channel,status
1037,2024-01-30,Yoga Mat,Sports,3,2100,0,6300.0,Moscow,Paid Ads,Returned
1038,2024-03-02,Dumbbells,Sports,2,3200,0,6400.0,Moscow,Email,Cancelled
1039,2024-10-16,Jump Rope,Sports,4,550,0,2200.0,Nizhny Novgorod,Social Media,Delivered
1040,2024-05-15,Shampoo,Beauty,2,650,0,1300.0,Novosibirsk,Organic Search,Delivered
1041,2024-08-22,Backpack,Sports,5,4100,0,20500.0,Saint Petersburg,Direct,Delivered
1042,2024-03-08,Desk Lamp,Home & Garden,4,1800,0,7200.0,Saint Petersburg,Email,Cancelled
1043,2024-12-26,Organizer,Home & Garden,5,750,15,3187.5,Kazan,Organic Search,Cancelled
1044,2024-06-02,Smartphone,Electronics,1,28000,15,23800.0,Nizhny Novgorod,Direct,Delivered
1045,2024-05-19,Organizer,Home & Garden,1,750,0,750.0,Nizhny Novgorod,Social Media,Cancelled
1046,2024-09-07,Desk Lamp,Home & Garden,1,1800,5,1710.0,Novosibirsk,Organic Search,Delivered
1047,2024-06-19,Jacket,Clothing,1,8500,5,8075.0,Nizhny Novgorod,Email,Cancelled
1048,2024-01-05,Headphones,Electronics,4,3500,10,12600.0,Saint Petersburg,Direct,Delivered
1049,2024-07-08,Backpack,Sports,1,4100,0,4100.0,Novosibirsk,Social Media,Delivered
1050,2024-07-02,Jeans,Clothing,2,3800,0,7600.0,Kazan,Email,Cancelled
1051,2024-03-20,Jeans,Clothing,5,3800,15,16150.0,Yekaterinburg,Organic Search,Delivered
1052,2024-06-19,Shampoo,Beauty,1,650,10,585.0,Moscow,Email,Delivered
1053,2024-08-28,Jeans,Clothing,3,3800,5,10830.0,Novosibirsk,Paid Ads,Delivered
1054,2024-01-13,Sneakers,Clothing,1,6200,15,5270.0,Samara,Social Media,Delivered
1055,2024-11-24,Water Bottle,Sports,2,890,15,1513.0,Novosibirsk,Organic Search,Delivered
1056,2024-05-13,Hoodie,Clothing,5,2900,0,14500.0,Moscow,Direct,Returned
1057,2024-06-25,Thermos,Home & Garden,2,1400,5,2660.0,Yekaterinburg,Direct,Delivered
1058,2024-05-10,Smart Watch,Electronics,1,9500,20,7600.0,Kazan,Paid Ads,Delivered
1059,2024-08-08,Tablet,Electronics,2,22000,10,39600.0,Moscow,Social Media,Cancelled
1060,2024-06-07,Perfume,Beauty,1,4800,0,4800.0,Saint Petersburg,Paid Ads,Returned
1061,2024-12-06,Shampoo,Beauty,2,650,0,1300.0,Kazan,Organic Search,Delivered
1062,2024-05-26,Sneakers,Clothing,3,6200,10,16740.0,Novosibirsk,Email,Returned
1063,2024-08-14,Hoodie,Clothing,1,2900,15,2465.0,Samara,Paid Ads,Delivered
1064,2024-05-25,Backpack,Sports,1,4100,15,3485.0,Samara,Paid Ads,Delivered
1065,2024-04-25,Jeans,Clothing,1,3800,0,3800.0,Yekaterinburg,Direct,Delivered
1066,2024-08-21,Serum,Beauty,1,2200,10,1980.0,Yekaterinburg,Email,Delivered
1067,2024-03-16,Headphones,Electronics,3,3500,0,10500.0,Samara,Direct,Returned
1068,2024-01-26,Dumbbells,Sports,4,3200,0,12800.0,Saint Petersburg,Email,Cancelled
1069,2024-10-13,Jump Rope,Sports,5,550,15,2337.5,Kazan,Direct,Returned
1070,2024-10-07,Shampoo,Beauty,2,650,5,1235.0,Novosibirsk,Paid Ads,Delivered
1071,2024-09-23,Shampoo,Beauty,1,650,0,650.0,Novosibirsk,Paid Ads,Delivered
1072,2024-06-20,Organizer,Home & Garden,1,750,0,750.0,Yekaterinburg,Paid Ads,Delivered
1073,2024-02-02,Hair Mask,Beauty,1,980,5,931.0,Moscow,Paid Ads,Returned
1074,2024-07-18,Yoga Mat,Sports,3,2100,10,5670.0,Yekaterinburg,Email,Delivered
1075,2024-06-29,Thermos,Home & Garden,3,1400,20,3360.0,Yekaterinburg,Direct,Cancelled
1076,2024-11-04,Sneakers,Clothing,1,6200,5,5890.0,Moscow,Email,Delivered
1077,2024-12-08,Shampoo,Beauty,3,650,15,1657.5,Kazan,Direct,Delivered
1078,2024-07-20,Backpack,Sports,2,4100,0,8200.0,Yekaterinburg,Paid Ads,Returned
1079,2024-04-03,Tablet,Electronics,1,22000,0,22000.0,Novosibirsk,Social Media,Returned
1080,2024-05-22,Perfume,Beauty,3,4800,5,13680.0,Nizhny Novgorod,Direct,Delivered
1081,2024-06-28,T-Shirt,Clothing,3,1200,10,3240.0,Samara,Organic Search,Delivered
1082,2024-04-12,Bluetooth Speaker,Electronics,1,4200,0,4200.0,Nizhny Novgorod,Organic Search,Cancelled
1083,2024-04-21,Perfume,Beauty,3,4800,0,14400.0,Kazan,Organic Search,Delivered
1084,2024-06-08,Bluetooth Speaker,Electronics,1,4200,0,4200.0,Nizhny Novgorod,Email,Returned
1085,2024-04-11,Bluetooth Speaker,Electronics,2,4200,10,7560.0,Moscow,Social Media,Cancelled
1086,2024-03-02,Yoga Mat,Sports,1,2100,5,1995.0,Novosibirsk,Organic Search,Cancelled
1087,2024-11-27,Desk Lamp,Home & Garden,3,1800,15,4590.0,Moscow,Email,Delivered
1088,2024-11-21,Shampoo,Beauty,1,650,10,585.0,Nizhny Novgorod,Social Media,Cancelled
1089,2024-10-02,Hair Mask,Beauty,1,980,10,882.0,Novosibirsk,Social Media,Delivered
1090,2024-02-14,Thermos,Home & Garden,1,1400,5,1330.0,Kazan,Email,Delivered
1091,2024-01-15,Perfume,Beauty,1,4800,0,4800.0,Samara,Social Media,Delivered
1092,2024-05-23,Jump Rope,Sports,2,550,5,1045.0,Saint Petersburg,Organic Search,Delivered
1093,2024-07-27,Serum,Beauty,3,2200,10,5940.0,Nizhny Novgorod,Email,Returned
1094,2024-01-09,Tablet,Electronics,1,22000,10,19800.0,Novosibirsk,Direct,Delivered
1095,2024-08-30,Backpack,Sports,1,4100,20,3280.0,Kazan,Social Media,Delivered
1096,2024-12-25,Perfume,Beauty,1,4800,0,4800.0,Nizhny Novgorod,Paid Ads,Delivered
1097,2024-03-02,Dumbbells,Sports,1,3200,10,2880.0,Novosibirsk,Direct,Cancelled
1098,2024-11-01,Desk Lamp,Home & Garden,3,1800,0,5400.0,Novosibirsk,Paid Ads,Delivered
1099,2024-01-08,Dumbbells,Sports,1,3200,20,2560.0,Kazan,Social Media,Delivered
1100,2024-11-22,Face Cream,Beauty,4,1600,5,6080.0,Yekaterinburg,Email,Returned
1101,2024-06-23,T-Shirt,Clothing,1,1200,15,1020.0,Moscow,Organic Search,Returned
1102,2024-09-08,Bluetooth Speaker,Electronics,2,4200,0,8400.0,Saint Petersburg,Direct,Delivered
1103,2024-02-13,T-Shirt,Clothing,2,1200,5,2280.0,Kazan,Direct,Delivered
1104,2024-09-24,Hair Mask,Beauty,4,980,0,3920.0,Kazan,Email,Delivered
1105,2024-10-18,Yoga Mat,Sports,2,2100,10,3780.0,Samara,Paid Ads,Delivered
1106,2024-05-15,Smartphone,Electronics,1,28000,5,26600.0,Saint Petersburg,Organic Search,Returned
1107,2024-08-18,Water Bottle,Sports,1,890,0,890.0,Nizhny Novgorod,Social Media,Returned
1108,2024-02-06,Jacket,Clothing,3,8500,10,22950.0,Nizhny Novgorod,Paid Ads,Returned
1109,2024-02-28,Dumbbells,Sports,2,3200,15,5440.0,Samara,Paid Ads,Delivered
1110,2024-01-31,Jacket,Clothing,2,8500,15,14450.0,Novosibirsk,Email,Delivered
1111,2024-08-27,Thermos,Home & Garden,4,1400,5,5320.0,Yekaterinburg,Email,Delivered
1112,2024-11-02,Smart Watch,Electronics,2,9500,10,17100.0,Moscow,Organic Search,Delivered
1113,2024-12-11,Backpack,Sports,5,4100,20,16400.0,Nizhny Novgorod,Social Media,Cancelled
1114,2024-01-21,Sneakers,Clothing,2,6200,5,11780.0,Novosibirsk,Paid Ads,Cancelled
1115,2024-08-11,Face Cream,Beauty,1,1600,5,1520.0,Novosibirsk,Organic Search,Delivered
1116,2024-06-17,Hair Mask,Beauty,1,980,20,784.0,Samara,Direct,Delivered
1117,2024-08-20,Tablet,Electronics,1,22000,0,22000.0,Samara,Email,Cancelled
1118,2024-01-01,Water Bottle,Sports,1,890,0,890.0,Novosibirsk,Direct,Returned
1119,2024-11-16,Face Cream,Beauty,1,1600,5,1520.0,Novosibirsk,Email,Returned
1120,2024-03-03,Bluetooth Speaker,Electronics,3,4200,10,11340.0,Novosibirsk,Direct,Delivered
1121,2024-10-09,Face Cream,Beauty,1,1600,15,1360.0,Moscow,Email,Delivered
1122,2024-11-27,Sneakers,Clothing,4,6200,0,24800.0,Nizhny Novgorod,Social Media,Returned
1123,2024-09-04,Shampoo,Beauty,1,650,0,650.0,Saint Petersburg,Direct,Cancelled
1124,2024-03-10,Tablet,Electronics,3,22000,15,56100.0,Novosibirsk,Direct,Delivered
1125,2024-01-02,Pillow,Home & Garden,3,900,5,2565.0,Nizhny Novgorod,Email,Delivered
1126,2024-08-16,Water Bottle,Sports,1,890,5,845.5,Kazan,Email,Returned
1127,2024-06-13,Jeans,Clothing,2,3800,0,7600.0,Samara,Email,Delivered
1128,2024-06-11,Hair Mask,Beauty,1,980,10,882.0,Samara,Paid Ads,Returned
1129,2024-01-19,Hoodie,Clothing,5,2900,0,14500.0,Moscow,Email,Delivered
1130,2024-09-26,Face Cream,Beauty,2,1600,5,3040.0,Nizhny Novgorod,Paid Ads,Delivered
1131,2024-08-28,Pillow,Home & Garden,2,900,0,1800.0,Moscow,Social Media,Cancelled
1132,2024-07-13,Thermos,Home & Garden,4,1400,0,5600.0,Moscow,Paid Ads,Delivered
1133,2024-04-26,Smart Watch,Electronics,5,9500,10,42750.0,Nizhny Novgorod,Organic Search,Returned
1134,2024-03-26,Desk Lamp,Home & Garden,1,1800,10,1620.0,Novosibirsk,Social Media,Delivered
1135,2024-08-08,Jeans,Clothing,2,3800,5,7220.0,Samara,Paid Ads,Delivered
1136,2024-03-30,Bluetooth Speaker,Electronics,4,4200,10,15120.0,Saint Petersburg,Email,Cancelled
1137,2024-03-14,Sneakers,Clothing,2,6200,5,11780.0,Nizhny Novgorod,Organic Search,Returned
1138,2024-05-27,Dumbbells,Sports,1,3200,20,2560.0,Kazan,Social Media,Returned
1139,2024-12-19,Thermos,Home & Garden,3,1400,0,4200.0,Yekaterinburg,Email,Delivered
1140,2024-05-01,Serum,Beauty,1,2200,0,2200.0,Nizhny Novgorod,Social Media,Delivered
1141,2024-12-03,Perfume,Beauty,1,4800,15,4080.0,Samara,Organic Search,Cancelled
1142,2024-09-11,Rug,Home & Garden,2,5500,0,11000.0,Nizhny Novgorod,Paid Ads,Cancelled
1143,2024-05-08,T-Shirt,Clothing,4,1200,10,4320.0,Novosibirsk,Email,Delivered
1144,2024-10-23,Rug,Home & Garden,1,5500,0,5500.0,Nizhny Novgorod,Email,Delivered
1145,2024-04-12,Hoodie,Clothing,4,2900,0,11600.0,Kazan,Social Media,Delivered
1146,2024-05-11,Perfume,Beauty,2,4800,0,9600.0,Moscow,Email,Delivered
1147,2024-03-13,Sneakers,Clothing,5,6200,15,26350.0,Novosibirsk,Organic Search,Returned
1148,2024-01-08,Organizer,Home & Garden,1,750,0,750.0,Nizhny Novgorod,Social Media,Cancelled
1149,2024-07-14,Desk Lamp,Home & Garden,2,1800,5,3420.0,Kazan,Direct,Delivered
1150,2024-11-08,T-Shirt,Clothing,2,1200,5,2280.0,Nizhny Novgorod,Social Media,Returned
1151,2024-02-29,T-Shirt,Clothing,4,1200,0,4800.0,Yekaterinburg,Organic Search,Delivered
1152,2024-04-30,Dumbbells,Sports,1,3200,0,3200.0,Nizhny Novgorod,Direct,Returned
1153,2024-10-27,Sneakers,Clothing,2,6200,15,10540.0,Kazan,Email,Delivered
1154,2024-01-17,Rug,Home & Garden,1,5500,20,4400.0,Samara,Social Media,Delivered
1155,2024-12-17,Organizer,Home & Garden,4,750,10,2700.0,Moscow,Email,Delivered
1156,2024-04-07,Smart Watch,Electronics,1,9500,0,9500.0,Nizhny Novgorod,Direct,Delivered
1157,2024-01-26,Rug,Home & Garden,5,5500,10,24750.0,Saint Petersburg,Organic Search,Cancelled
1158,2024-04-16,Dumbbells,Sports,3,3200,0,9600.0,Samara,Paid Ads,Cancelled
1159,2024-01-02,Rug,Home & Garden,5,5500,5,26125.0,Samara,Paid Ads,Delivered
1160,2024-12-04,Smartphone,Electronics,1,28000,10,25200.0,Saint Petersburg,Direct,Delivered
1161,2024-01-09,Jacket,Clothing,1,8500,10,7650.0,Kazan,Organic Search,Delivered
1162,2024-08-31,Perfume,Beauty,2,4800,0,9600.0,Kazan,Paid Ads,Cancelled
1163,2024-01-23,Jump Rope,Sports,1,550,20,440.0,Moscow,Email,Returned
1164,2024-08-06,Smart Watch,Electronics,2,9500,5,18050.0,Moscow,Social Media,Cancelled
1165,2024-03-16,Smartphone,Electronics,1,28000,10,25200.0,Kazan,Social Media,Returned
1166,2024-11-01,Jump Rope,Sports,1,550,10,495.0,Moscow,Organic Search,Cancelled
1167,2024-04-20,Hair Mask,Beauty,4,980,5,3724.0,Samara,Email,Returned
1168,2024-07-31,Tablet,Electronics,1,22000,10,19800.0,Novosibirsk,Paid Ads,Returned
1169,2024-02-04,Headphones,Electronics,1,3500,0,3500.0,Nizhny Novgorod,Social Media,Delivered
1170,2024-10-11,Bluetooth Speaker,Electronics,5,4200,5,19950.0,Nizhny Novgorod,Organic Search,Returned
1171,2024-06-30,Face Cream,Beauty,5,1600,10,7200.0,Novosibirsk,Organic Search,Cancelled
1172,2024-09-16,Jeans,Clothing,2,3800,0,7600.0,Moscow,Social Media,Cancelled
1173,2024-07-07,Tablet,Electronics,2,22000,15,37400.0,Samara,Direct,Cancelled
1174,2024-11-10,Yoga Mat,Sports,2,2100,10,3780.0,Nizhny Novgorod,Social Media,Delivered
1175,2024-04-02,Pillow,Home & Garden,4,900,0,3600.0,Saint Petersburg,Paid Ads,Cancelled
1176,2024-12-02,Face Cream,Beauty,1,1600,10,1440.0,Moscow,Organic Search,Cancelled
1177,2024-04-20,Hair Mask,Beauty,1,980,0,980.0,Novosibirsk,Social Media,Cancelled
1178,2024-11-01,Headphones,Electronics,1,3500,10,3150.0,Moscow,Organic Search,Delivered
1179,2024-08-14,Hair Mask,Beauty,2,980,5,1862.0,Saint Petersburg,Direct,Delivered
1180,2024-06-25,Face Cream,Beauty,1,1600,10,1440.0,Yekaterinburg,Direct,Delivered
1181,2024-01-24,Sneakers,Clothing,5,6200,0,31000.0,Saint Petersburg,Social Media,Delivered
1182,2024-03-11,Pillow,Home & Garden,1,900,0,900.0,Nizhny Novgorod,Email,Delivered
1183,2024-03-07,Serum,Beauty,2,2200,5,4180.0,Samara,Social Media,Delivered
1184,2024-07-22,Smart Watch,Electronics,1,9500,20,7600.0,Samara,Social Media,Cancelled
1185,2024-08-07,Water Bottle,Sports,2,890,5,1691.0,Moscow,Email,Delivered
1186,2024-06-15,Hoodie,Clothing,1,2900,10,2610.0,Novosibirsk,Organic Search,Returned
1187,2024-02-24,Sneakers,Clothing,2,6200,5,11780.0,Yekaterinburg,Social Media,Delivered
1188,2024-04-23,Rug,Home & Garden,1,5500,10,4950.0,Kazan,Direct,Delivered
1189,2024-06-27,Rug,Home & Garden,1,5500,0,5500.0,Saint Petersburg,Paid Ads,Cancelled
1190,2024-03-19,Smartphone,Electronics,5,28000,10,126000.0,Yekaterinburg,Direct,Cancelled
1191,2024-08-17,Backpack,Sports,1,4100,20,3280.0,Novosibirsk,Paid Ads,Returned
1192,2024-02-04,Hair Mask,Beauty,2,980,10,1764.0,Kazan,Organic Search,Delivered
1193,2024-09-16,Tablet,Electronics,1,22000,0,22000.0,Novosibirsk,Social Media,Delivered
1194,2024-11-26,Bluetooth Speaker,Electronics,2,4200,0,8400.0,Kazan,Direct,Delivered
1195,2024-08-18,Dumbbells,Sports,1,3200,5,3040.0,Saint Petersburg,Organic Search,Returned
1196,2024-02-22,Desk Lamp,Home & Garden,2,1800,0,3600.0,Saint Petersburg,Email,Returned
1197,2024-09-25,Backpack,Sports,1,4100,0,4100.0,Novosibirsk,Email,Returned
1198,2024-06-22,Yoga Mat,Sports,3,2100,10,5670.0,Moscow,Social Media,Delivered
1199,2024-10-12,Perfume,Beauty,1,4800,15,4080.0,Kazan,Paid Ads,Delivered
1200,2024-02-11,Dumbbells,Sports,4,3200,0,12800.0,Nizhny Novgorod,Email,Delivered
1201,2024-10-31,Tablet,Electronics,2,22000,10,39600.0,Novosibirsk,Paid Ads,Cancelled
1202,2024-02-17,Serum,Beauty,1,2200,0,2200.0,Saint Petersburg,Paid Ads,Delivered
1203,2024-09-05,Jeans,Clothing,5,3800,0,19000.0,Novosibirsk,Organic Search,Cancelled
1204,2024-10-03,Yoga Mat,Sports,2,2100,15,3570.0,Kazan,Paid Ads,Cancelled
1205,2024-07-11,Jeans,Clothing,1,3800,10,3420.0,Kazan,Paid Ads,Returned
1206,2024-01-23,Perfume,Beauty,2,4800,0,9600.0,Yekaterinburg,Direct,Delivered
1207,2024-08-17,Hoodie,Clothing,1,2900,20,2320.0,Samara,Email,Delivered
1208,2024-07-07,Water Bottle,Sports,1,890,0,890.0,Yekaterinburg,Direct,Cancelled
1209,2024-08-02,Jeans,Clothing,3,3800,0,11400.0,Novosibirsk,Organic Search,Returned
1210,2024-07-09,Yoga Mat,Sports,2,2100,5,3990.0,Moscow,Social Media,Delivered
1211,2024-03-23,Thermos,Home & Garden,4,1400,0,5600.0,Yekaterinburg,Organic Search,Delivered
1212,2024-08-18,Desk Lamp,Home & Garden,1,1800,0,1800.0,Novosibirsk,Paid Ads,Returned
1213,2024-02-11,Rug,Home & Garden,1,5500,20,4400.0,Samara,Social Media,Delivered
1214,2024-03-11,Tablet,Electronics,4,22000,5,83600.0,Samara,Paid Ads,Returned
1215,2024-08-17,Yoga Mat,Sports,4,2100,0,8400.0,Saint Petersburg,Paid Ads,Cancelled
1216,2024-11-07,Water Bottle,Sports,1,890,0,890.0,Novosibirsk,Organic Search,Delivered
1217,2024-05-02,Serum,Beauty,1,2200,0,2200.0,Yekaterinburg,Direct,Cancelled
1218,2024-01-09,Backpack,Sports,1,4100,0,4100.0,Yekaterinburg,Organic Search,Cancelled
1219,2024-06-29,Hoodie,Clothing,1,2900,10,2610.0,Moscow,Direct,Delivered
1220,2024-02-04,Backpack,Sports,2,4100,20,6560.0,Kazan,Organic Search,Returned
1221,2024-08-28,Smart Watch,Electronics,5,9500,0,47500.0,Moscow,Social Media,Delivered
1222,2024-06-25,T-Shirt,Clothing,3,1200,10,3240.0,Novosibirsk,Paid Ads,Delivered
1223,2024-06-29,Jump Rope,Sports,3,550,0,1650.0,Samara,Email,Returned
1224,2024-11-19,Jeans,Clothing,1,3800,10,3420.0,Yekaterinburg,Organic Search,Delivered
1225,2024-04-13,Smartphone,Electronics,4,28000,0,112000.0,Novosibirsk,Direct,Returned
1226,2024-10-05,Perfume,Beauty,1,4800,10,4320.0,Novosibirsk,Social Media,Delivered
1227,2024-12-01,Pillow,Home & Garden,1,900,0,900.0,Yekaterinburg,Email,Returned
1228,2024-06-22,Sneakers,Clothing,2,6200,0,12400.0,Samara,Direct,Delivered
1229,2024-02-12,Face Cream,Beauty,1,1600,20,1280.0,Saint Petersburg,Direct,Delivered
1230,2024-06-13,Headphones,Electronics,1,3500,0,3500.0,Yekaterinburg,Direct,Returned
1231,2024-03-26,Perfume,Beauty,1,4800,10,4320.0,Novosibirsk,Direct,Returned
1232,2024-05-20,Headphones,Electronics,2,3500,5,6650.0,Kazan,Paid Ads,Delivered
1233,2024-03-14,Water Bottle,Sports,1,890,0,890.0,Samara,Social Media,Delivered
1234,2024-07-15,Yoga Mat,Sports,2,2100,10,3780.0,Novosibirsk,Social Media,Returned
1235,2024-02-09,Dumbbells,Sports,2,3200,0,6400.0,Nizhny Novgorod,Social Media,Delivered
1236,2024-02-28,Smartphone,Electronics,1,28000,0,28000.0,Kazan,Organic Search,Delivered
1237,2024-05-13,Shampoo,Beauty,5,650,0,3250.0,Yekaterinburg,Paid Ads,Delivered
1238,2024-03-10,Smart Watch,Electronics,1,9500,10,8550.0,Moscow,Social Media,Delivered
1239,2024-12-29,Bluetooth Speaker,Electronics,2,4200,15,7140.0,Samara,Paid Ads,Delivered
1240,2024-07-04,Dumbbells,Sports,1,3200,0,3200.0,Saint Petersburg,Paid Ads,Returned
1241,2024-01-14,Organizer,Home & Garden,2,750,5,1425.0,Kazan,Paid Ads,Cancelled
1242,2024-02-14,Tablet,Electronics,1,22000,10,19800.0,Yekaterinburg,Direct,Returned
1243,2024-07-28,Yoga Mat,Sports,1,2100,0,2100.0,Moscow,Email,Returned
1244,2024-12-14,Jump Rope,Sports,1,550,15,467.5,Kazan,Direct,Delivered
1245,2024-03-07,Serum,Beauty,4,2200,0,8800.0,Moscow,Direct,Delivered
1246,2024-06-04,Jeans,Clothing,1,3800,10,3420.0,Novosibirsk,Direct,Delivered
1247,2024-02-10,Rug,Home & Garden,2,5500,5,10450.0,Saint Petersburg,Social Media,Cancelled
1248,2024-09-30,Bluetooth Speaker,Electronics,2,4200,5,7980.0,Kazan,Paid Ads,Delivered
1249,2024-12-03,Backpack,Sports,1,4100,20,3280.0,Moscow,Organic Search,Delivered
1250,2024-01-24,Jump Rope,Sports,2,550,10,990.0,Yekaterinburg,Direct,Delivered
1251,2024-09-11,Jump Rope,Sports,2,550,0,1100.0,Saint Petersburg,Email,Delivered
1252,2024-08-20,Headphones,Electronics,1,3500,5,3325.0,Yekaterinburg,Paid Ads,Delivered
1253,2024-11-06,Jacket,Clothing,3,8500,0,25500.0,Samara,Social Media,Returned
1254,2024-03-07,Organizer,Home & Garden,2,750,0,1500.0,Yekaterinburg,Organic Search,Delivered
1255,2024-08-18,Jeans,Clothing,1,3800,0,3800.0,Yekaterinburg,Direct,Returned
1256,2024-05-07,Jacket,Clothing,4,8500,10,30600.0,Saint Petersburg,Paid Ads,Returned
1257,2024-09-20,Hair Mask,Beauty,4,980,5,3724.0,Moscow,Email,Cancelled
1258,2024-08-22,Jeans,Clothing,2,3800,0,7600.0,Novosibirsk,Email,Cancelled
1259,2024-11-30,Perfume,Beauty,2,4800,15,8160.0,Yekaterinburg,Paid Ads,Delivered
1260,2024-07-06,Perfume,Beauty,1,4800,0,4800.0,Kazan,Paid Ads,Delivered
1261,2024-10-10,Desk Lamp,Home & Garden,1,1800,5,1710.0,Kazan,Social Media,Cancelled
1262,2024-12-14,Yoga Mat,Sports,1,2100,0,2100.0,Novosibirsk,Social Media,Cancelled
1263,2024-07-06,Jeans,Clothing,2,3800,5,7220.0,Moscow,Organic Search,Delivered
1264,2024-03-11,Thermos,Home & Garden,2,1400,0,2800.0,Kazan,Paid Ads,Delivered
1265,2024-11-09,Rug,Home & Garden,1,5500,10,4950.0,Samara,Social Media,Cancelled
1266,2024-06-21,Backpack,Sports,2,4100,10,7380.0,Novosibirsk,Email,Delivered
1267,2024-07-07,Desk Lamp,Home & Garden,5,1800,5,8550.0,Samara,Organic Search,Cancelled
1268,2024-08-30,Organizer,Home & Garden,2,750,10,1350.0,Kazan,Email,Delivered
1269,2024-09-25,Water Bottle,Sports,1,890,10,801.0,Moscow,Direct,Delivered
1270,2024-04-07,Smart Watch,Electronics,1,9500,0,9500.0,Nizhny Novgorod,Paid Ads,Returned
1271,2024-09-13,Water Bottle,Sports,4,890,10,3204.0,Moscow,Paid Ads,Cancelled
1272,2024-04-16,Jump Rope,Sports,5,550,5,2612.5,Yekaterinburg,Social Media,Delivered
1273,2024-08-23,Jump Rope,Sports,2,550,10,990.0,Samara,Social Media,Cancelled
1274,2024-09-04,Jeans,Clothing,1,3800,0,3800.0,Novosibirsk,Social Media,Delivered
1275,2024-12-19,Perfume,Beauty,1,4800,5,4560.0,Samara,Social Media,Delivered
1276,2024-03-03,Backpack,Sports,1,4100,20,3280.0,Samara,Social Media,Delivered
1277,2024-05-28,Tablet,Electronics,5,22000,0,110000.0,Yekaterinburg,Social Media,Returned
